"","ADPF","Tipo","Parte"
"4272",894,"ADV.(A/S)","JAMIL GONCALVES DO NASCIMENTO JUNIOR (356182/SP)"
"4273",894,"INTDO.(A/S)","COMISSÃO PARLAMENTAR DE INQUÉRITO DA ASSEMBLEIA LEGISLATIVA DO RIO GRANDE DO NORTE - CPI DA COVID-19"
"4274",894,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"4275",895,"REQTE.(S)","PARTIDO SOCIALISMO E LIBERDADE (P-SOL)"
"4276",895,"ADV.(A/S)","ANDRE BRANDAO HENRIQUES MAIMONI (29498/DF, 7040/O/MT)"
"4277",895,"ADV.(A/S)","ALBERTO BRANDAO HENRIQUES MAIMONI (21144/DF, 7234/O/MT)"
"4278",895,"ADV.(A/S)","AFONSO HENRIQUES MAIMONI (26821/DF, 2772/A/MT, 67793/SP)"
"4279",895,"INTDO.(A/S)","PREFEITO DO MUNICÍPIO DE GUARULHOS"
"4280",895,"ADV.(A/S)","PROCURADOR - GERAL DO MUNICÍPIO DE GUARULHOS"
"4281",896,"REQTE.(S)","GOVERNADOR DO ESTADO DE MINAS GERAIS"
"4282",896,"PROC.(A/S)(ES)","ADVOGADO-GERAL DO ESTADO DE MINAS GERAIS"
"4283",896,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 3ª REGIÃO"
"4284",896,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"4285",897,"REQTE.(S)","REDE SUSTENTABILIDADE"
"4286",897,"ADV.(A/S)","ALLAN DEL CISTIA MELLO (68789/DF)"
"4287",897,"ADV.(A/S)","FLAVIA CALADO PEREIRA (3864/AP, 24842-A/MA)"
"4288",897,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"4289",897,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4290",898,"REQTE.(S)","REDE SUSTENTABILIDADE"
"4291",898,"ADV.(A/S)","BRUNO LUNARDI GONCALVES (62880/DF)"
"4292",898,"ADV.(A/S)","ANA CRISTINA DE FIGUEIREDO BARROS (30636/DF)"
"4293",898,"ADV.(A/S)","FLAVIA CALADO PEREIRA (3864/AP, 24842-A/MA)"
"4294",898,"ADV.(A/S)","ALLAN DEL CISTIA MELLO (68789/DF)"
"4295",898,"ADV.(A/S)","CASSIO DOS SANTOS ARAUJO (54492/DF)"
"4296",898,"ADV.(A/S)","ANA CRISTINA DE FIGUEIREDO BARROS (30636/DF)"
"4297",898,"ADV.(A/S)","FLAVIA CALADO PEREIRA (3864/AP, 24842-A/MA)"
"4298",898,"ADV.(A/S)","ALLAN DEL CISTIA MELLO (68789/DF)"
"4299",898,"ADV.(A/S)","CASSIO DOS SANTOS ARAUJO (54492/DF)"
"4300",898,"INTDO.(A/S)","MINISTRO DE ESTADO DO TRABALHO E PREVIDÊNCIA"
"4301",898,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4302",898,"AM. CURIAE.","FEDERAÇÃO DE SINDICATOS DE PROFESSORES E PROFESSORAS DE INSTITUIÇÕES FEDERAIS DE ENSINO SUPERIOR E DE ENSINO BÁSICO, TÉCNICO E TECNOLÓGICO - PROIFES - FEDERAÇÃO"
"4303",898,"ADV.(A/S)","FRANCIS CAMPOS BORDAS (02222/A/DF, 29219/RS)"
"4304",898,"AM. CURIAE.","CENTRAL ÚNICA DOS TRABALHADORES (CUT)"
"4305",898,"ADV.(A/S)","JOSE EYMARD LOGUERCIO (01441/A/DF, 52504A/GO, 103250/SP)"
"4306",899,"REQTE.(S)","ASSOCIACAO BRASILEIRA DE GAYS, LESBICAS E TRANSGENEROS"
"4307",899,"ADV.(A/S)","DANIEL ANTONIO DE MORAES SARMENTO (63551/DF, 73032/RJ)"
"4308",899,"ADV.(A/S)","IVANILDA MARIA FIGUEIREDO DE LYRA FERREIRA (122474/RJ)"
"4309",899,"ADV.(A/S)","WALLACE DE ALMEIDA CORBO (186442/RJ)"
"4310",899,"ADV.(A/S)","LIVIA DE MEIRA LIMA PAIVA (188933/RJ)"
"4311",899,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"4312",899,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4313",899,"INTDO.(A/S)","CONGRESSO NACIONAL"
"4314",899,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4315",899,"AM. CURIAE.","INSTITUTO BRASILEIRO DE DIREITO E RELIGIAO"
"4316",899,"ADV.(A/S)","THIAGO RAFAEL VIEIRA (71141/PR, 58257/RS, 38669/SC)"
"4317",899,"ADV.(A/S)","AUGUSTO CESAR ROCHA VENTURA (23804/DF, 12539/GO)"
"4318",899,"ADV.(A/S)","JEAN MARQUES REGINA (59445/RS, 370335/SP)"
"4319",899,"AM. CURIAE.","DIRETÓRIO NACIONAL DO PARTIDO TRABALHISTA BRASILEIRO - PTB"
"4320",899,"ADV.(A/S)","LUIZ GUSTAVO PEREIRA DA CUNHA (28328/DF, 137677/RJ, 462972/SP)"
"4321",899,"AM. CURIAE.","UNIÃO NACIONAL DAS IGREJAS E PASTORES EVANGÉLICOS - UNIGREJAS"
"4322",899,"ADV.(A/S)","THIAGO RAFAEL VIEIRA (71141/PR, 58257/RS, 38669/SC)"
"4323",899,"AM. CURIAE.","JEAN MARQUES REGINA"
"4324",899,"AM. CURIAE.","GRUPO DE ATUAÇÃO ESTRATÉGICA DAS DEFENSORIAS PÚBLICAS ESTADUAIS E DISTRITAL NOS TRIBUNAIS SUPERIORES - GAETS"
"4325",899,"PROC.(A/S)(ES)","DEFENSOR PÚBLICO-GERAL DO ESTADO DO PARÁ"
"4326",899,"PROC.(A/S)(ES)","DEFENSOR PÚBLICO-GERAL DO ESTADO DO RIO DE JANEIRO"
"4327",899,"AM. CURIAE.","INSTITUTO BRASILEIRO DE DIREITO DE FAMILIA - IBDFAM"
"4328",899,"ADV.(A/S)","MARIA BERENICE DIAS (32863/DF, 74024/RS)"
"4329",899,"ADV.(A/S)","RONNER BOTELHO SOARES (117094/MG)"
"4330",899,"AM. CURIAE.","ASSOCIAÇÃO NACIONAL DOS CENTROS DE DEFESA DA CRIANÇA E DO ADOLESCENTE - ANCED"
"4331",899,"ADV.(A/S)","PEDRO ROBERTO DA SILVA PEREIRA (84724/RJ)"
"4332",899,"ADV.(A/S)","VERA CRISTINA PEREIRA DE SOUZA AZEREDO DE OLIVEIRA (092110/RJ)"
"4333",899,"ADV.(A/S)","DANIELLE SCOTELLARO GARCEZ (142586/RJ)"
"4334",899,"ADV.(A/S)","ANA CELINA BENTES HAMOY (005147/PA)"
"4335",899,"ADV.(A/S)","JESSYKA BYANKA BASILIO MOREIRA (16497/RN)"
"4336",899,"ADV.(A/S)","ISLY QUEIROZ MAIA ROCHA (17503/RN)"
"4337",899,"ADV.(A/S)","ELMA CRISTINA MONTEIRO (430450/SP)"
"4338",899,"ADV.(A/S)","CLAUDIO LUIZ DOS SANTOS BEIRAO (3347/AL)"
"4339",899,"ADV.(A/S)","VINICIUS VALENTIN RADUAN MIGUEL (4150/RO)"
"4340",900,"REQTE.(S)","PARTIDO SOCIALISTA BRASILEIRO - PSB"
"4341",900,"ADV.(A/S)","RAFAEL DE ALENCAR ARARIPE CARNEIRO (68951/BA, 25120/DF, 409584/SP)"
"4342",900,"ADV.(A/S)","MARLON JACINTO REIS (52226/DF, 4285/MA)"
"4343",900,"INTDO.(A/S)","MINISTRO DE ESTADO DO TRABALHO E PREVIDÊNCIA"
"4344",900,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4345",900,"AM. CURIAE.","CENTRAL ÚNICA DOS TRABALHADORES (CUT)"
"4346",900,"ADV.(A/S)","JOSE EYMARD LOGUERCIO (01441/A/DF, 52504A/GO, 103250/SP)"
"4347",901,"REQTE.(S)","PARTIDO DOS TRABALHADORES"
"4348",901,"ADV.(A/S)","EUGENIO JOSE GUILHERME DE ARAGAO (04935/DF, 30746/ES, 428274/SP)"
"4349",901,"INTDO.(A/S)","MINISTRO DE ESTADO DO TRABALHO E PREVIDÊNCIA"
"4350",901,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4351",901,"AM. CURIAE.","CENTRAL ÚNICA DOS TRABALHADORES (CUT)"
"4352",901,"ADV.(A/S)","JOSE EYMARD LOGUERCIO (01441/A/DF, 52504A/GO, 103250/SP)"
"4353",902,"REQTE.(S)","GOVERNADOR DO ESTADO DO RIO DE JANEIRO"
"4354",902,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DO RIO DE JANEIRO"
"4355",902,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 1ª REGIÃO"
"4356",903,"REQTE.(S)","SINDICATO NACIONAL DOS APOSENTADOS, PENSIONISTAS E IDOSOS DA FORCA SINDICAL"
"4357",903,"REQTE.(S)","CONFEDERACAO NACIONAL DOS TRABALHADORES METALURGICOS"
"4358",903,"REQTE.(S)","FORCA SINDICAL"
"4359",903,"ADV.(A/S)","TONIA ANDREA INOCENTINI GALLETI (29920/BA, 30983/ES, 122596/MG, 122596/MG, 53166/PR, 158714/RJ, 77987A/RS, 28635/SC, 177889/SP)"
"4360",903,"INTDO.(A/S)","SENADO FEDERAL"
"4361",903,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4362",903,"INTDO.(A/S)","CÂMARA DOS DEPUTADOS"
"4363",903,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4364",904,"REQTE.(S)","PARTIDO NOVO"
"4365",904,"ADV.(A/S)","PAULO ROBERTO ROQUE ANTONIO KHOURI (10671/DF, 141408/MG, 141408/MG, 202081/RJ, 370339/SP)"
"4366",904,"INTDO.(A/S)","MINISTRO DE ESTADO DO TRABALHO E PREVIDÊNCIA"
"4367",904,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4368",905,"REQTE.(S)","PARTIDO NOVO"
"4369",905,"ADV.(A/S)","PAULO ROBERTO ROQUE ANTONIO KHOURI (10671/DF, 141408/MG, 141408/MG, 202081/RJ, 370339/SP)"
"4370",905,"INTDO.(A/S)","MINISTRO DE ESTADO DO TRABALHO E PREVIDÊNCIA"
"4371",905,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4372",906,"REQTE.(S)","PARTIDO VERDE"
"4373",906,"ADV.(A/S)","VERA LUCIA DA MOTTA (59837/SP)"
"4374",906,"INTDO.(A/S)","SECRETÁRIO ESPECIAL DA CULTURA DO MINISTÉRIO DO TURISMO"
"4375",906,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4376",906,"AM. CURIAE.","ASSOCIAÇÃO MÉDICOS PELA VIDA"
"4377",906,"ADV.(A/S)","NATHALIA CARVALHO WANDALSEN (42723/DF)"
"4378",906,"ADV.(A/S)","JOYCE DE CASTRO SILVA (44546/DF)"
"4379",907,"REQTE.(S)","CONFEDERAÇÃO NACIONAL DOS TRABALHADORES EM ESTABELECIMENTOS DE EDUCAÇÃO E CULTURA"
"4380",907,"ADV.(A/S)","CRISTIANO BRITO ALVES MEIRA (16764/DF, 407076/SP)"
"4381",907,"REQTE.(S)","CONFEDERACAO NACIONAL DOS TRABALHADORES NAS INDUSTRIAS DE ALIMENTACAO E AFINS"
"4382",907,"ADV.(A/S)","RITA DE CASSIA BARBOSA LOPES VIVAS (08685/DF)"
"4383",907,"ADV.(A/S)","CARLOS HENRIQUE MATOS FERREIRA (24390/DF)"
"4384",907,"ADV.(A/S)","SID HARTA RIEDEL DE FIGUEIREDO (1509-A/DF, 11497/SP)"
"4385",907,"ADV.(A/S)","ANA PAULA MOREIRA DOS SANTOS (14542/DF)"
"4386",907,"REQTE.(S)","CONFEDERACAO NACIONAL DAS CARREIRAS TIPICAS DE ESTADO"
"4387",907,"ADV.(A/S)","RENATO PEREIRA CAES (61515/DF)"
"4388",907,"ADV.(A/S)","FELIPE TEIXEIRA VIEIRA (69252/BA, 31718/DF, 27809/A/MT, 214342/RJ, 389419/SP)"
"4389",907,"REQTE.(S)","CONFEDERAÇÃO BRASILEIRA DE TRABALHADORES POLICIAIS CIVIS - COBRAPOL"
"4390",907,"ADV.(A/S)","FABRICIO CORREIA DE AQUINO (18486/DF, 59132/PE)"
"4391",907,"ADV.(A/S)","AUGUSTO GOMES PEREIRA (31291/DF)"
"4392",907,"ADV.(A/S)","EDUARDO GUERRA DE ALMEIDA NEVES (46985/DF)"
"4393",907,"ADV.(A/S)","ROMILDO ROCHA E SILVA NETO (54544/DF)"
"4394",907,"ADV.(A/S)","DANIEL SANTANA WERCERLENS FERREIRA (66323/DF)"
"4395",907,"REQTE.(S)","CONFEDERAÇÃO NACIONAL DOS TRABALHADORES EM TRANSPORTES TERRESTRES"
"4396",907,"REQTE.(S)","CONFEDERAÇÃO NACIONAL DOS TRABALHADORES EM TURISMO E HOSPITALIDADE - CONTRATUH"
"4397",907,"ADV.(A/S)","SAMUEL DA SILVA ANTUNES (21795/DF)"
"4398",907,"ADV.(A/S)","AGILBERTO SERODIO (10675/DF)"
"4399",907,"REQTE.(S)","CONFEDERACAO NACIONAL DOS TRABALHADORES EM TRANSPORTE AQUAVIARIO E AEREO, NA PESCA E NOS PORTOS - CONTTMAF"
"4400",907,"ADV.(A/S)","EDSON MARTINS AREIAS (94105/RJ)"
"4401",907,"REQTE.(S)","CONFEDERACAO NACIONAL DOS SERVIDORES E FUNCIONARIOS PUBLICOS DAS FUNDACOES, AUTARQUIAS E PREFEITURAS MUNICIPAIS - CSPM"
"4402",907,"ADV.(A/S)","JAMIR JOSE MENALI (47283/SP)"
"4403",907,"ADV.(A/S)","MARIANA DE OLIVEIRA BUENO MENALI (324955/SP)"
"4404",907,"INTDO.(A/S)","MINISTRO DE ESTADO DO TRABALHO E PREVIDÊNCIA"
"4405",907,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4406",908,"REQTE.(S)","PARTIDO DOS TRABALHADORES"
"4407",908,"ADV.(A/S)","EUGENIO JOSE GUILHERME DE ARAGAO (04935/DF, 30746/ES, 428274/SP)"
"4408",908,"INTDO.(A/S)","SECRETÁRIO ESPECIAL DA CULTURA DO MINISTÉRIO DO TURISMO"
"4409",908,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4410",909,"REQTE.(S)","PUBLICA - CENTRAL DO SERVIDOR"
"4411",909,"ADV.(A/S)","JOAO ALECIO PUGINA JUNIOR (175844/SP)"
"4412",909,"ADV.(A/S)","TAYLOR ENES FIGUEIREDO HENRIQUES (309391/SP)"
"4413",909,"ADV.(A/S)","THIAGO PUGINA (273919/SP)"
"4414",909,"ADV.(A/S)","ADRIANE ETERNA DE SOUZA (203850/SP)"
"4415",909,"INTDO.(A/S)","CÂMARA MUNICIPAL DE SÃO PAULO"
"4416",909,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"4417",910,"REQTE.(S)","PARTIDO DOS TRABALHADORES"
"4418",910,"ADV.(A/S)","EUGENIO JOSE GUILHERME DE ARAGAO (04935/DF, 30746/ES, 428274/SP)"
"4419",910,"ADV.(A/S)","ROBERTA NAYARA PEREIRA ALEXANDRE (59906/DF)"
"4420",910,"ADV.(A/S)","GEAN CARLOS FERREIRA DE MOURA AGUIAR (61174/DF)"
"4421",910,"ADV.(A/S)","MARCELO WINCH SCHMIDT (53599/DF, 108509A/RS)"
"4422",910,"ADV.(A/S)","MIGUEL FILIPI PIMENTEL NOVAES (57469/DF)"
"4423",910,"ADV.(A/S)","ANGELO LONGO FERRARO (37922/DF, 261268/SP)"
"4424",910,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"4425",910,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4426",910,"AM. CURIAE.","UNIFITO - UNIÃO DOS PRODUTORES/FABRICANTES NACIONAIS DE FITOSSANITÁRIOS"
"4427",910,"ADV.(A/S)","EDMUR BENTO DE FIGUEIREDO JUNIOR (139142/SP)"
"4428",910,"ADV.(A/S)","LIDIA CRISTINA JORGE DOS SANTOS (209516/SP)"
"4429",910,"AM. CURIAE.","SINDICATO NACIONAL DA INDÚSTRIA DE PRODUTOS PARA DEFESA VEGETAL - SINDIVEG"
"4430",910,"ADV.(A/S)","EDMUR BENTO DE FIGUEIREDO JUNIOR (139142/SP)"
"4431",910,"AM. CURIAE.","CONFEDERAÇÃO DA AGRICULTURA E PECUÁRIA DO BRASIL - CNA"
"4432",910,"ADV.(A/S)","RUDY MAIA FERRAZ (22940/DF)"
"4433",911,"REQTE.(S)","PARTIDO DEMOCRÁTICO TRABALHISTA - PDT"
"4434",911,"ADV.(A/S)","WALBER DE MOURA AGRA (00757/PE)"
"4435",911,"INTDO.(A/S)","MINISTRO DE ESTADO DO TRABALHO E PREVIDÊNCIA"
"4436",911,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4437",911,"AM. CURIAE.","CONFEDERACAO NACIONAL DA INDUSTRIA"
"4438",911,"ADV.(A/S)","CASSIO AUGUSTO MUNIZ BORGES (20016/DF, 091152/RJ)"
"4439",911,"AM. CURIAE.","ASSOCIACAO NACIONAL DOS MAGISTRADOS DA JUSTICA DO TRABALHO"
"4440",911,"ADV.(A/S)","ISABELA MARRAFON (37798/DF)"
"4441",911,"AM. CURIAE.","ASSOCIACAO NACIONAL DOS PROCURADORES DO TRABALHO - ANPT"
"4442",911,"ADV.(A/S)","ILTON NORBERTO ROBL FILHO (38677/DF, 43824/PR, 48138-A/SC)"
"4443",911,"ADV.(A/S)","MARCO AURELIO MARRAFON (37805/DF, 7364/A/MT, 40092/PR)"
"4444",912,"REQTE.(S)","GOVERNADOR DO ESTADO DO PARÁ"
"4445",912,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DO PARÁ"
"4446",912,"INTDO.(A/S)","ASSEMBLEIA LEGISLATIVA DO ESTADO DO PARÁ"
"4447",912,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"4448",913,"REQTE.(S)","REDE SUSTENTABILIDADE"
"4449",913,"ADV.(A/S)","ALLAN DEL CISTIA MELLO (68789/DF)"
"4450",913,"ADV.(A/S)","CASSIO DOS SANTOS ARAUJO (54492/DF)"
"4451",913,"ADV.(A/S)","BRUNO LUNARDI GONCALVES (62880/DF)"
"4452",913,"ADV.(A/S)","ANA CRISTINA DE FIGUEIREDO BARROS (30636/DF)"
"4453",913,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"4454",913,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4455",913,"AM. CURIAE.","ESTADO DE SÃO PAULO"
"4456",913,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DE SÃO PAULO"
"4457",913,"AM. CURIAE.","ASSOCIAÇÃO NACIONAL DOS MEMBROS DO MINISTÉRIO PÚBLICO - MP - PRÓ-SOCIEDADE"
"4458",913,"ADV.(A/S)","DOUGLAS IVANOWSKI KIRCHNER (57332/DF)"
"4459",913,"AM. CURIAE.","DIRETÓRIO NACIONAL DO PARTIDO TRABALHISTA BRASILEIRO - PTB"
"4460",913,"ADV.(A/S)","LUIZ GUSTAVO PEREIRA DA CUNHA (28328/DF, 137677/RJ, 462972/SP)"
"4461",914,"REQTE.(S)","ASSOCIAÇÃO NACIONAL DAS EMPRESAS DE TRANSPORTES URBANOS - NTU"
"4462",914,"ADV.(A/S)","ANA TEREZA BASILIO (18158A/AL, A1482/AM, 4993-A/AP, 68488/BA, 46159-A/CE, 22646/DF, 32968/ES, 56629/GO, 22660-A/MA, 206585/MG, 26340-A/MS, 30067/A/MT, 31218-A/PA, 29281A/PB, 54089/PE, 19798/PI, 105164/PR, 074802/RJ, 1566 - A/RN, 11239/RO, 640-A/RR, 121660A/RS, 59957/SC, 1269A/SE, 253532/SP, 10.581-A/TO)"
"4463",914,"ADV.(A/S)","JOSE ROBERTO DE ALBUQUERQUE SAMPAIO (33742/DF, 106548/PR, 069747/RJ, 323956/SP)"
"4464",914,"ADV.(A/S)","LEONARDO VIEIRA MARINS (168281/RJ)"
"4465",914,"ADV.(A/S)","GUSTAVO BENJAMIN BIRENBAUM (095492/RJ, 262867/SP)"
"4466",914,"INTDO.(A/S)","PREFEITO DO MUNICÍPIO DO RIO DE JANEIRO"
"4467",914,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO MUNICÍPIO DO RIO DE JANEIRO"
"4468",914,"INTDO.(A/S)","SECRETÁRIA MUNICIPAL DE TRANSPORTES DO RIO DE JANEIRO"
"4469",914,"INTDO.(A/S)","CÂMARA MUNICIPAL DO RIO DE JANEIRO"
"4470",915,"REQTE.(S)","PROCURADOR-GERAL DA REPÚBLICA"
"4471",915,"INTDO.(A/S)","GOVERNADOR DO ESTADO DE MINAS GERAIS"
"4472",915,"PROC.(A/S)(ES)","ADVOGADO-GERAL DO ESTADO DE MINAS GERAIS"
"4473",915,"INTDO.(A/S)","ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS"
"4474",915,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"4475",915,"INTDO.(A/S)","SECRETÁRIA DE ESTADO ADJUNTA DE EDUCAÇÃO DO ESTADO DE MINAS GERAIS"
"4476",915,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"4477",916,"REQTE.(S)","ESPÓLIO DE CAETANO LUIZ DE MOURA"
"4478",916,"REQTE.(S)","JANETE DE OLIVEIRA DA SILVA"
"4479",916,"REQTE.(S)","MARIA DE LOURDES DA SILVA"
"4480",916,"REQTE.(S)","MARIA DOS PRAZERES DA SILVA"
"4481",916,"REQTE.(S)","CLÓVIS BOTELHO DA SILVA"
"4482",916,"REQTE.(S)","NEUZA VIEIRA DE OLIVEIRA"
"4483",916,"REQTE.(S)","MARIA FERREIRA LIMA"
"4484",916,"REQTE.(S)","ESPÓLIO DE MARIA HELENA PEREIRA BARBOSA"
"4485",916,"ADV.(A/S)","MARCOS LUIZ ARRUDA CAETANO DA SILVA (104762/RJ)"
"4486",916,"INTDO.(A/S)","COMPANHIA ESTADUAL DE AGUAS E ESGOTOS CEDAE"
"4487",916,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"4488",917,"REQTE.(S)","CONFEDERACAO NACIONAL DOS TRABALHADORES METALURGICOS"
"4489",917,"ADV.(A/S)","CARLOS GONCALVES JUNIOR (173287/MG, 149994/RJ, 183311/SP)"
"4490",917,"ADV.(A/S)","RAFAEL RODRIGO BRUNO (39244/DF, 71892/PR, 221737/SP)"
"4491",917,"INTDO.(A/S)","AGENCIA NACIONAL DE VIGILANCIA SANITARIA"
"4492",917,"PROC.(A/S)(ES)","PROCURADOR-GERAL FEDERAL (00000/DF)"
"4493",917,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"4494",917,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4495",918,"REQTE.(S)","CONSELHO FEDERAL DA ORDEM DOS ADVOGADOS DO BRASIL - CFOAB"
"4496",918,"ADV.(A/S)","FELIPE DE SANTA CRUZ OLIVEIRA SCALETSKY (38672/DF, 095573/RJ)"
"4497",918,"ADV.(A/S)","ADRIELE PINHEIRO REIS AYRES DE BRITTO (23490/DF, 423372/SP)"
"4498",918,"ADV.(A/S)","CRISTIANE GARCIA OLIVIERI (98683/SP)"
"4499",918,"ADV.(A/S)","CLAUDIO LINS DE VASCONCELOS (166817/RJ)"
"4500",918,"ADV.(A/S)","LIZANDRA NASCIMENTO VICENTE (39992/DF)"
"4501",918,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"4502",918,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4503",918,"INTDO.(A/S)","MINISTRO DE ESTADO DO TURISMO"
"4504",918,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4505",918,"INTDO.(A/S)","SECRETÁRIO ESPECIAL DA CULTURA DO MINISTÉRIO DO TURISMO"
"4506",918,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4507",918,"INTDO.(A/S)","PRESIDENTE DA FUNDAÇÃO CULTURAL PALMARES"
"4508",918,"PROC.(A/S)(ES)","PROCURADOR-GERAL FEDERAL (00000/DF)"
"4509",918,"INTDO.(A/S)","SECRETÁRIO NACIONAL DE FOMENTO E INCENTIVO À CULTURA, DA SECRETARIA ESPECIAL DE CULTURA DO MINISTÉRIO DO TURISMO"
"4510",918,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4511",919,"REQTE.(S)","PARTIDO DOS TRABALHADORES - PT"
"4512",919,"ADV.(A/S)","LENIO LUIZ STRECK (14439/RS)"
"4513",919,"ADV.(A/S)","ANDRE KARAM TRINDADE (95122/RS)"
"4514",919,"ADV.(A/S)","FABIANO SILVA DOS SANTOS (186210/RJ, 219663/SP)"
"4515",919,"ADV.(A/S)","MARCO AURELIO DE CARVALHO (41506/DF, 197538/SP)"
"4516",919,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"4517",919,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4518",919,"INTDO.(A/S)","CONGRESSO NACIONAL"
"4519",919,"ADV.(A/S)","HUGO SOUTO KALIL (29179/DF)"
"4520",919,"ADV.(A/S)","GABRIELLE TATITH PEREIRA (30252/DF)"
"4521",919,"ADV.(A/S)","FERNANDO CESAR DE SOUZA CUNHA (40645/BA, 31546/DF)"
"4522",919,"ADV.(A/S)","ADVOGADO-GERAL DO SENADO FEDERAL"
"4523",921,"REQTE.(S)","REDE SUSTENTABILIDADE"
"4524",921,"ADV.(A/S)","MOARA SILVA VAZ DE LIMA (41835/DF)"
"4525",921,"ADV.(A/S)","RAFAEL ECHEVERRIA LOPES (62866/DF, 22286-A/MS, 321174/SP)"
"4526",921,"ADV.(A/S)","LUIZ CARLOS ORMAY JUNIOR (62863/DF, 19029/MS)"
"4527",921,"INTDO.(A/S)","MINISTRO DE ESTADO CHEFE DO GABINETE DE SEGURANÇA INSTITUCIONAL DA PRESIDÊNCIA DA REPÚBLICA"
"4528",921,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4529",921,"INTDO.(A/S)","DIRETORIA COLEGIADA DA AGÊNCIA NACIONAL DE MINERAÇÃO"
"4530",921,"PROC.(A/S)(ES)","PROCURADOR-GERAL FEDERAL (00000/DF)"
"4531",922,"REQTE.(S)","PARTIDO SOCIALISMO E LIBERDADE (P-SOL)"
"4532",922,"ADV.(A/S)","WALFRIDO JORGE WARDE JUNIOR (69684/DF, 139503/SP)"
"4533",922,"ADV.(A/S)","RAFAEL RAMIRES ARAUJO VALIM (70786/DF, 248606/SP)"
"4534",922,"ADV.(A/S)","JOSE LUIZ BAYEUX NETO (72599/DF, 301453/SP)"
"4535",922,"ADV.(A/S)","GUSTAVO MARINHO DE CARVALHO (71875/DF, 246900/SP)"
"4536",922,"ADV.(A/S)","ANDRE BRANDAO HENRIQUES MAIMONI (29498/DF, 7040/O/MT)"
"4537",922,"INTDO.(A/S)","MINISTRO DE ESTADO DO TRABALHO E PREVIDÊNCIA"
"4538",922,"ADV.(A/S)","ADVOGADO-GERAL DA UNIÃO"
"4539",922,"AM. CURIAE.","ASSOCIAÇÃO NACIONAL DOS MAGISTRADOS DA JUSTIÇA DO TRABALHO - ANAMATRA"
"4540",922,"AM. CURIAE.","ASSOCIACAO NACIONAL DOS PROCURADORES DO TRABALHO - ANPT"
"4541",922,"ADV.(A/S)","ILTON NORBERTO ROBL FILHO (38677/DF, 43824/PR, 48138-A/SC)"
