"","ADPF","Data","Nome","Julgador","Decisao"
"1204",856,"31/08/2022","Extinto o processo","MIN. DIAS TOFFOLI",""
"1205",856,"28/06/2021","Adotado rito do Art. 12, da Lei 9.868/99","MIN. DIAS TOFFOLI","""(...)A relevância da questão debatida na presente ação direta enseja a aplicação do rito abreviado do art. 12 da Lei nº 9.868/99, a fim de que a decisão seja tomada em caráter definitivo.

Solicitem-se informações à parte requerida no prazo de dez dias. Após, abra-se vista, sucessivamente, no prazo de cinco dias, ao Advogado-Geral da União e ao Procurador-Geral da República.

Publique-se.

Brasília, 25 de junho de 2021."""
"1206",857,NA,NA,NA,NA
"1207",858,"10/10/2022","Procedente","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por unanimidade, conheceu, em parte, da arguição de descumprimento de preceito fundamental  apenas quanto aos processos indicados pelo requerente (eDoc 27) com execução em curso  e, nessa extensão, julgou procedente o pedido, para cassar as decisões judiciais que promoveram medidas constritivas por bloqueio, penhora, arresto, sequestro e liberação de valores de verbas públicas da Companhia de Desenvolvimento Urbano do Estado da Bahia (Conder) e do Estado da Bahia, bem assim determinar a submissão daquela empresa ao regime constitucional dos precatórios, nos termos do voto do Relator. Falou, pelo requerente, o Dr. Luiz Paulo Romano, Procurador do Estado da Bahia. Plenário, Sessão Virtual de 30.9.2022 a 7.10.2022."
"1208",858,"21/09/2022","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF. Incluído na Lista 297-2022.NM - Agendado para: 30/09/2022 a 07/10/2022."
"1209",858,"25/08/2022","Deferido","MIN. NUNES MARQUES","Admito, com base no art. 6º, § 2º, da Lei n. 9.882, de 3 de dezembro
de 1999, a Associação dos Funcionários e Ex-Funcionários da Companhia
de Desenvolvimento Urbano do Estado da Bahia como amicus curiae nesta
arguição de descumprimento de preceito fundamental.
4. Publique-se.
Brasília, 18 de agosto de 2022."
"1210",860,"07/02/2023","Procedente","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por unanimidade, julgou procedente o pedido para declarar a não recepção (i) dos arts. 124, V (expressão ""e salário-esposa""), e 162, caput e parágrafo único, da Lei n. 10.261, de 28.11.1968; (ii) do art. 22 (expressão ""salário esposa"") da Lei Complementar n. 500, de 13.11.1974; (iii) dos arts. 5º, II, e 12 da Lei Complementar n. 546, de 24.6.1988; e (iv) dos Decretos nºs 7.110, de 25.11.1975, e 20.303, de 29.12.1982, todos do Estado de São Paulo, com modulação dos efeitos temporais para afastar a devolução dos valores pagos até a publicação da ata de julgamento, fixando a seguinte tese de julgamento: ""O pagamento de `salário-esposa´ a trabalhadores urbanos e rurais, e a servidores públicos, viola regra expressa da Constituição de 1988 (art. 7º, XXX e art. 39, § 3º), e os princípios republicano, da igualdade, da moralidade e da razoabilidade"". Tudo nos termos do voto do Relator. Plenário, Sessão Virtual de 16.12.2022 a 6.2.2023."
"1211",860,"30/11/2022","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF. Incluído na Lista 576-2022.LRB - Agendado para: 16/12/2022 a 06/02/2023."
"1212",861,"13/12/2021","Extinto o processo","MIN. ROBERTO BARROSO","(...)
11. Diante do exposto, com base no art. 21, IX, do RI/STF e na jurisprudência desta Corte, julgo extinto o processo, sem julgamento de mérito, nos termos do art. 485, IV, do Código de Processo Civil."
"1213",862,"25/03/2022","Deferido","MIN. ROSA WEBER","Em 25/03/20222: ""(...) Requer a admissão no feito, na qualidade de amicus curiae, o
Sindicato dos Servidores das Autarquias de Fiscalização Profissional e
Entidades Coligadas no Estado do rio de Janeiro (SINSAFISPRO) (Petição
nº 89.150/2021). (...) Defiro, pois, o pedido, facultadas, em decorrência, na forma do
art. 138, § 2º, do Código de Processo Civil, a apresentação de informações
e de memoriais, bem como a sustentação oral por ocasião do julgamento
definitivo do mérito."""
"1214",863,"05/05/2023","Indeferido","MIN. CÁRMEN LÚCIA","Sem Descrição"
"1215",863,"10/02/2023","Determinada a redistribuição","PRESIDÊNCIA",""
"1216",863,"19/12/2022","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF-ED-segundos. Incluído na Lista 22-2023.EF - Agendado para: 10/02/2023 a 17/02/2023."
"1217",863,"19/12/2022","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF-ED. Incluído na Lista 22-2023.EF - Agendado para: 10/02/2023 a 17/02/2023."
"1218",863,"16/12/2022","Despacho","PRESIDÊNCIA",""
"1219",863,"29/11/2022","Despacho","PRESIDÊNCIA","""(...) Designo audiência de conciliação/mediação para o dia 16.12.2022,
às 15h00, a ser realizada sob a condução do magistrado Mateus de Freitas
Cavalcanti Costa, Juiz Auxiliar dessa Presidência (art. 7º, II, da Resolução
STF nº 697/2020). As partes poderão comparecer presencialmente ao ato,
que será realizado na Sala de Audiências deste STF, Anexo II-A, Ala A, 2º
andar, sala 224 e por videoconferência na plataforma Zoom, pelo seguinte
link de acesso:
https://us02web.zoom.us/j/88134602867?pwd=UEdHWDRjRDZOeDNUR3
UyOElza1JXZz09 , ID da reunião: 881 3460 2867 e Senha de acesso: 118954.
Visando a facilitar o encontro de consensos na audiência, faculto às
partes a juntada prévia, por escrito, das pretensões conciliatórias e/ou de
elementos que auxiliem no entendimento do(s) ponto(s) controvertido(s).
Os representantes das partes, destacados a comparecer ao ato, devem
dispor de poderes para transacionar e ter seus nomes informados nos
autos até 05 (cinco) dias antes da realização da audiência.
À Secretaria Judiciária, para providências.
Intime-se a Procuradoria-Geral da República para, querendo,
designar membro para acompanhar a audiência.
Publique-se.
Brasília, 29 de novembro de 2022."""
"1220",863,"28/07/2022","Liminar deferida em parte","PRESIDÊNCIA",""" Ex positis, dou parcial provimento ao pedido de tutela de urgência incidental formulado nas petições de id.  55731 e 55792, a fim de que seja determinada a suspensão da Reunião Extraordinária da Assembleia da Região Metropolitana de Maceió convocada para o dia  29 de julho de 2022. Quanto aos demais pedidos deduzidos nas referidas petições, bem assim como aqueles apresentados nas petições nºs 54361, 55871, 55906, 55908 e 55909/2022, verifico que estes não se enquadram no art. 13, VIII, do Regimento Interno deste Supremo Tribunal Federal, cabendo ao Ministro Relator analisá-los oportunamente."""
"1221",863,"16/05/2022","Procedente","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por unanimidade, conheceu da arguição de descumprimento de preceito fundamental para julgá-la procedente, declarando a inconstitucionalidade das Resoluções AM 05/2019 e 01/2020 da Assembleia Metropolitana da Região Metropolitana de Maceió; das Resoluções CD 04/2019 e 01/2020 do Conselho de Desenvolvimento Metropolitano da Região Metropolitana de Maceió; dos itens 1.1, ""i"", 6.1, ""h"", e 10.3 do Convênio de Cooperação firmado entre o Estado de Alagoas e a Região Metropolitana de Maceió; e da Cláusula 8ª do Contrato de Concessão firmado entre o Estado de Alagoas e a BRK Ambiental. Por fim, tendo em vista o reajuste de voto do Relator nas ADI 6.573 e 6.911, consignou que, não obstante tenham sido mantidos os efeitos da medida cautelar proferida no âmbito desta ADPF, a ela se sobrepõe a modulação dos efeitos da decisão proferida nas ADIs 6.573 e 6.911, a fim de que a repartição das receitas deva aguardar a reformulação do desenho institucional da Região Metropolitana de"
"1222",863,"13/05/2022","Indeferido","MIN. EDSON FACHIN","em 13.05.2022: ""A Companhia de Saneamento de Alagoas – CASAL,
admitida nesta arguição como amicus curiae, requer que seja adequado o
painel de votação virtual, a fim de registrar a situação da votação até o
momento. (...)Ante o exposto, indefiro o pedido formulado.
Dê-se ciência desta decisão aos demais Ministros deste Tribunal.
Publique-se. Intime-se."""
"1223",863,"25/04/2022","Vista - Devolução dos autos para julgamento","MIN. DIAS TOFFOLI","25/04/2022 14:18:38 - Julgamento Virtual: ADPF. Incluído na Lista 595-2021.EF - Agendado para: 06/05/2022 a 13/05/2022."
"1224",863,"25/04/2022","Incluído na lista de julgamento","MIN. DIAS TOFFOLI","Julgamento Virtual: ADPF. Incluído na Lista 595-2021.EF - Agendado para: 06/05/2022 a 13/05/2022."
"1225",863,"21/02/2022","Vista ao(à) Ministro(a)","MIN. DIAS TOFFOLI","Decisão: Após o voto-vista do Ministro Gilmar Mendes, e os votos dos Ministros Alexandre de Moraes, Cármen Lúcia, Roberto Barroso e Rosa Weber, todos acompanhando o Ministro Edson Fachin (Relator), pediu vista dos autos o Ministro Dias Toffoli. Plenário, Sessão Virtual de 11.2.2022 a 18.2.2022."
"1226",863,"18/02/2022","Suspenso o julgamento","MIN. DIAS TOFFOLI","Pedido de Vista"
"1227",863,"01/02/2022","Vista - Devolução dos autos para julgamento","MIN. GILMAR MENDES","01/02/2022 17:29:21 - Julgamento Virtual: ADPF. Incluído na Lista 595-2021.EF - Agendado para: 11/02/2022 a 18/02/2022."
"1228",863,"01/02/2022","Incluído na lista de julgamento","MIN. GILMAR MENDES","Julgamento Virtual: ADPF. Incluído na Lista 595-2021.EF - Agendado para: 11/02/2022 a 18/02/2022."
"1229",863,"29/11/2021","Liminar referendada","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por unanimidade, deferiu parcialmente a cautelar, determinando ao Estado de Alagoas que deixe de movimentar numerário referente a cinquenta por cento dos valores obtidos com o Contrato de Concessão firmado entre o Estado de Alagoas e a BRK Ambiental, empresa vencedora da Concorrência Pública 009/2020, nos termos do voto do Relator. Falaram: pelo requerente, o Dr. Felipe Santos Correa; pelo amicus curiae Município de Maceió, a Dra. Maria Claudia Bucchianeri Pinheiro; e, pelo amicus curiae Companhia de Saneamento de Alagoas - CASAL, o Dr. Nefi Cordeiro. Plenário, Sessão Virtual de 19.11.2021 a 26.11.2021."
"1230",863,"09/11/2021","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF-TPI-Ref. Incluído na Lista 699-2021.EF - Agendado para: 19/11/2021 a 26/11/2021."
"1231",863,"03/11/2021","Liminar deferida em parte","MIN. EDSON FACHIN","em 03.11.2021: ""(...)defiro parcialmente a cautelar, ad referendum do
Plenário, para determinar ao Estado de Alagoas que deixe de movimentar
numerário referente a cinquenta por cento dos valores obtidos com o
Contrato de Concessão firmado entre o Estado de Alagoas e a BRK
Ambiental, empresa vencedora da Concorrência Pública 009/2020.
Apresento imediatamente o referendo da medida cautelar à
sistemática do Plenário Virtual.
Publique-se. Intime-se."""
"1232",863,"11/10/2021","Vista ao(à) Ministro(a)","MIN. GILMAR MENDES","Decisão: Após o voto do Ministro Edson Fachin (Relator), que conhecia da ação para julgá-la procedente, declarando a inconstitucionalidade das Resoluções AM 05/2019 e 01/2020 da Assembleia Metropolitana da Região Metropolitana de Maceió; das Resoluções CD 04/2019 e 01/2020 do Conselho de Desenvolvimento Metropolitano da Região Metropolitana de Maceió; dos itens 1.1, ""i"", 6.1, ""h"", e 10.3 do Convênio de  Cooperação firmado entre o Estado de Alagoas e a Região Metropolitana de Maceió; e da Cláusula 8ª do Contrato de Concessão firmado entre o Estado de Alagoas e a BRK Ambiental, restando prejudicado o agravo interposto, pediu vista dos autos o Ministro Gilmar Mendes. Falaram: pelo requerente, o Dr. Felipe Santos Correa; pelo interessado Governador do Estado de Alagoas, o Dr. Gentil Ferreira de Souza Neto, Procurador do Estado; e, pelo amicus curiae Município de Maceió, a Dra. Maria Cláudia Bucchianeri. Plenário, Sessão Virtual de 1.10.2021 a 8.10.2021."
"1233",863,"05/10/2021","Suspenso o julgamento","MIN. GILMAR MENDES","Pedido de Vista"
"1234",863,"30/09/2021","Deferido","MIN. EDSON FACHIN","em 29.09.2021: ""(...)admito o Partido da Social Democracia Brasileira – PSDB e a Companhia de Saneamento de Alagoas - CASAL
como amici curiae, nos termos do art. 7º, §2º, da Lei nº 9.868/1999,
facultando-lhes a apresentação de informações, memoriais escritos nos
autos e de sustentação oral por ocasião do julgamento definitivo do
mérito da presente ação.
Publique-se. Intime-se."""
"1235",863,"27/09/2021","Deferido","MIN. EDSON FACHIN","em 27.09.2021: ""(...) admito o Muncípio de Maceió e a Associação
Brasileira das Concessionárias Privadas de Serviços Públicos De Água e
Esgoto – ABCON como amici curiae, nos termos do art. 7º, §2º, da Lei nº
9.868/1999, facultando-lhes a apresentação de informações, memoriais
escritos nos autos e de sustentação oral por ocasião do julgamento
definitivo do mérito da presente ação.
Publique-se. Intime-se."""
"1236",863,"22/09/2021","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF. Incluído na Lista 595-2021.EF - Agendado para: 01/10/2021 a 08/10/2021."
"1237",863,"01/07/2021","Liminar indeferida","MIN. EDSON FACHIN","""Ante o exposto, indefiro a medida cautelar requerida (art. 21, V, do RISTF).
Comunique-se.
Solicitem-se informações, no prazo de trinta dias, às autoridades elencadas na petição inicial (art. 6º, parágrafo único, da Lei 9.868/99).
Após, ouçam-se, sucessivamente, o Advogado-Geral da União e o Procurador-Geral da República, no prazo de quinze dias (art. 8º da Lei 9.868/99).
Na sequência, retornem os autos conclusos.
Publique-se. Intime-se."""
"1238",864,"07/02/2022","Extinto o processo","MIN. RICARDO LEWANDOWSKI","""(...) Isso posto, por faltar-lhe os requisitos legais, julgo extinta esta ação de descumprimento de preceito fundamental, sem resolução de mérito (RISTF, art. 21, § 1°), ficando prejudicado o pedido liminar.

Publique-se.""
Brasília, 7 de fevereiro de 2022."
"1239",865,"25/11/2022","Prejudicado","MIN. ROBERTO BARROSO","(...)
15. Diante do exposto, em atenção ao art. 21, IX, do RISTF, julgo prejudicada a presente ADPF, extinguindo o processo, sem o julgamento do mérito, nos termos do art. 485, inciso VI, do Código de Processo Civil."
"1240",865,"30/08/2021","Adotado rito do Art. 12, da Lei 9.868/99","MIN. ROBERTO BARROSO","(...)
5. Assim sendo, ante a presença dos requisitos legais, adoto o rito abreviado do art. 12 da Lei n° 9.868/1999, de modo a permitir a célere e definitiva resolução da questão. Nessa esteira, determino as seguintes providências: (i) solicitem-se informações à Presidência da República e ao Instituto Nacional do Seguro Social, no prazo de dez dias; (ii) em seguida, encaminhem-se os autos, sucessivamente, ao Advogado-Geral da União e ao Procurador-Geral da República, para manifestação, no prazo de cinco dias."
"1241",866,"19/07/2021","Extinto o processo","MIN. ALEXANDRE DE MORAES","Em 16 de julho de 2021: ""(...) JULGO EXTINTO o processo, sem resolução de
mérito, com base no art. 21, IX, do Regimento Interno do Supremo
Tribunal Federal, e no art. 485, VI, do Código de Processo Civil de 2015.
Publique-se."""
"1242",867,NA,NA,NA,NA
"1243",868,"09/08/2021","Adotado rito do Art. 12, da Lei 9.868/99","MIN. NUNES MARQUES","Adoto, por analogia, o rito do art. 12 da Lei nº 9.868, de 10/11/99 (ADPF 648, Relatora Ministra Cármen Lúcia, ADPF 546, Relator Ministro Roberto Barroso, e ADPF 395, Relator Ministro Gilmar Mendes).

Requisitem-se informações, a serem prestadas no prazo de 10 (dez) dias.

Posteriormente, remetam-se os autos, sucessivamente, à Advocacia-Geral da União e à Procuradoria-Geral da República, para que se manifestem no prazo de 5 (cinco) dias.

Intime-se. Publique-se.

Brasília, 02 de agosto de 2021."
"1244",869,"03/11/2022","Agravo regimental não provido","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por maioria, negou provimento ao agravo regimental, nos termos do voto do Relator, vencido o Ministro Edson Fachin. Plenário, Sessão Virtual de 21.10.2022 a 28.10.2022."
"1245",869,"11/10/2022","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF-AgR. Incluído na Lista 616-2022.AM - Agendado para: 21/10/2022 a 28/10/2022."
"1246",869,"16/09/2022","Negado seguimento","MIN. ALEXANDRE DE MORAES","""(...) com base no art. 4º, caput e § 1º, da Lei
9.882/1999 e no art. 21, § 1º, do Regimento Interno do Supremo Tribunal
Federal, NEGO SEGUIMENTO à presente Arguição de Descumprimento
de Preceito Fundamental.
Publique-se.
Brasília, 14 de setembro de 2022."""
"1247",870,"20/10/2022","Deferido","MIN. GILMAR MENDES","""Por meio das petições n°s 75.731/2021, 76914/2021 e  120.223/2021, a Federação Nacional dos Portuários (FNP), a Associação Nacional da Guarda Portuária do Brasil – ANGPB e o Sindicato da Guarda Portuária no Estado do Espírito Santo – SINDGUAPOR/ES, respectivamente, requerem o ingresso no feito como amici curiae. 
Tendo em vista a relevância da questão constitucional discutida e a representatividade dos entes postulantes, defiro, com fundamento no art. 7°, § 2º, da Lei 9.868/1999, o pedido, para que possam intervir no feito, podendo apresentar memorial e proferir sustentação oral. 
À Secretaria para providências cabíveis.    

Publique-se."""
"1248",870,"10/08/2021","Adotado rito do Art. 12, da Lei 9.868/99","MIN. GILMAR MENDES","""(...) Considerando a complexidade e importância da matéria em debate, entendo necessário ouvir as autoridades responsáveis pelos atos questionados, no prazo comum de 10 (dez) dias, bem como a Advocacia-Geral da União e a Procuradoria-Geral da República, sucessivamente, no prazo de 5 (cinco) dias.
Após, voltem os autos conclusos, independentemente de manifestação, para análise do Plenário, nos termos do art. 12 da Lei 9.868/99. 
Publique-se.

Brasília, 09 de agosto de 2021."""
"1249",871,"23/11/2021","Procedente em parte","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por maioria, converteu o julgamento da cautelar em definitivo de mérito e julgou parcialmente procedente a arguição de descumprimento de preceito fundamental para fixar interpretação conforme a Constituição da República ao § 7º do art. 20 da Lei Orgânica de Campo Grande/MS, para permitir apenas uma reeleição, de maneira consecutiva, dos membros da Mesa Diretora da Câmara Municipal para os mesmos cargos, nos termos do voto da Relatora, vencido o Ministro Ricardo Lewandowski, que negava seguimento à arguição. O Ministro Alexandre de Moraes acompanhou a Relatora com ressalvas. Falou, pela interessada, o Dr. Luis Gustavo Martins Araújo Lazzari, Procurador-Geral da Câmara Municipal de Campo Grande. Plenário, Sessão Virtual de 12.11.2021 a 22.11.2021."
"1250",871,"11/11/2021","Não conhecido(s)","MIN. CÁRMEN LÚCIA","""(...)  não conheço dos pedidos (...)""."
"1251",871,"03/11/2021","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF. Incluído na Lista 363-2021.CL - Agendado para: 12/11/2021 a 22/11/2021."
"1252",872,"05/06/2023","Vista ao(à) Ministro(a)","MIN. ALEXANDRE DE MORAES","Decisão: Após o voto-vista do Ministro André Mendonça, que não conhecia da arguição, e, se vencido em relação às questões preliminares, no mérito, julgava improcedente o pedido, nos termos da fundamentação, consubstanciada na seguinte tese: ""Por veicular informações relacionadas à atividade de inteligência, cuja divulgação ou acesso irrestrito possa comprometer investigação ou fiscalização em andamento, relacionadas com a prevenção ou repressão de infrações, é legítimo o estabelecimento, como regra geral, de classificação de sigilo do Sistema Eletrônico de Informações da Polícia Federal  SEI-PF, destinado à utilização interna. Tal regra geral não obstaculiza o acesso à informação, por qualquer interessado, quando, no caso concreto, se constate a ausência de sensibilidade ou prejudicialidade à atividade finalística exercida pela Polícia Federal, nos termos do art. 23, VIII, da Lei de Acesso à Informação; e dos votos dos Ministros Dias Toffoli, Rosa Weber (Presidente), Edson Fachin e Luiz Fux, que acompanhavam a Ministra Cármen Lúcia (Relatora), pediu vista dos autos o Ministro Alexandre de Moraes. Plenário, Sessão Virtual de 26.5.2023 a 2.6.2023."
"1253",872,"02/06/2023","Suspenso o julgamento","MIN. ALEXANDRE DE MORAES","Pedido de Vista"
"1254",872,"16/05/2023","Vista - Devolução dos autos para julgamento","MIN. ANDRÉ MENDONÇA","16/05/2023 14:45:14 - Julgamento Virtual: ADPF. Incluído na Lista 150-2022.CL - Agendado para: 26/05/2023 a 02/06/2023."
"1255",872,"16/05/2023","Incluído na lista de julgamento","MIN. ANDRÉ MENDONÇA","Julgamento Virtual: ADPF. Incluído na Lista 150-2022.CL - Agendado para: 26/05/2023 a 02/06/2023."
"1256",872,"16/05/2022","Vista ao(à) Ministro(a)","MIN. ANDRÉ MENDONÇA","Decisão: Após o voto da Ministra Cármen Lúcia (Relatora), que julgava procedente o pedido para reconhecer a nulidade do ato formalizado pelo Ofício n.º 10/2021 CNS/CGAD/DLOG/PF, que estabeleceu que todos os processos do Sistema Eletrônico de Informações da Polícia Federal sejam cadastrados com nível de acesso restrito, e propunha a fixação da seguinte tese: ""O ato de qualquer dos poderes públicos restritivo de publicidade deve ser motivado objetiva, específica e formalmente, sendo nulos os atos públicos que imponham, genericamente e sem fundamentação válida e específica, impeditivo do direito fundamental à informação"", pediu vista dos autos o Ministro André Mendonça. Falou, pela Advocacia-Geral da União, o Dr. Raphael Ramos Monteiro de Souza, Advogado da União. Plenário, Sessão Virtual de 6.5.2022 a 13.5.2022."
"1257",872,"12/05/2022","Suspenso o julgamento","MIN. ANDRÉ MENDONÇA","Pedido de Vista"
"1258",872,"27/04/2022","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF. Incluído na Lista 150-2022.CL - Agendado para: 06/05/2022 a 13/05/2022."
"1259",873,"22/02/2023","Procedente em parte","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por unanimidade, julgou parcialmente procedentes os pedidos formulados na arguição de descumprimento de preceito fundamental, para (i) obstar os efeitos das decisões judiciais em que promovidas constrições patrimoniais por bloqueio, penhora, arresto e sequestro exclusivamente contra a Empresa Paraibana de Turismo S/A - PBTUR; (ii) reconhecer a sua sujeição ao regime de precatórios; e (iii) determinar a imediata devolução das verbas subtraídas, e ainda em poder do Judiciário, para as respectivas contas de que foram retiradas, e fixou a seguinte tese de julgamento: “Os recursos públicos vinculados ao orçamento de estatais prestadoras de serviço público, em regime não concorrencial e sem intuito lucrativo primário, não podem ser bloqueados ou sequestrados por decisão judicial para pagamento de suas dívidas, em virtude do disposto no art. 100 da CF/1988”, nos termos do voto do Relator. Plenário, Sessão Virtual de 10.2.2023 a 17.2.2023."
"1260",873,"31/01/2023","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF. Incluído na Lista 95-2023.LRB - Agendado para: 10/02/2023 a 17/02/2023."
"1261",874,"24/02/2022","Extinto o processo","MIN. DIAS TOFFOLI","""(...)Ante o exposto, julgo extinto o processo, sem julgamento de
mérito, nos termos do artigo 267, inciso VI, do CPC e do artigo 21, inciso
IX, do RISTF.
Prejudicada a análise dos embargos declaratórios opostos pela
EDUCAFRO, Rede Sustentabilidade e outros (e-doc. 98)."""
"1262",874,"24/09/2021","Indeferido","MIN. DIAS TOFFOLI","""(...) Pelo exposto, não prosperam as alegações das requerentes, razão pela qual indefiro os pedidos formulados . Publique-se. Brasília, 24 de setembro de 2021."""
"1263",874,"04/09/2021","Liminar deferida","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por unanimidade, concedeu a medida cautelar, para determinar a reabertura do prazo de requerimento de isenção de taxa, deixando-se de exigir justificativa de ausência do ENEM 2020, de quaisquer candidatos, em razão do contexto pandêmico - tal como previsto no item 1.4.1 do edital do ENEM 2020 (Edital nº 55/2020 - ENEM digital e Edital nº 54, de 28 de julho de 2020 - ENEM impresso), para que seja concedida a isenção na taxa de inscrição aos estudantes que comprovarem incidir em uma das hipóteses do item 2.6 do Edital nº 19/2021 do Ministério da Educação, nos termos do voto do Relator. O Ministro Nunes Marques acompanhou o Relator com ressalvas. Falaram: pelo requerente Partido dos Trabalhadores, o Dr. Eugênio Aragão; e, pelo interessado, a Dra. Isadora Maria Belém Rocha Cartaxo de Arruda, Advogada da União. Plenário, Sessão Virtual Extraordinária de 2.9.2021 a 3.9.2021."
"1264",874,"30/08/2021","Apresentado em mesa para julgamento","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF-MC. Incluído na Lista 315-2021.DT - Agendado para: 02/09/2021 a 03/09/2021. Sessão Virtual Extraordinária. (Os advogados e procuradores poderão apresentar sustentação oral até as 23h59 do dia 1º/09/2021)."
"1265",874,"30/08/2021","Apresentado em mesa para julgamento","TRIBUNAL PLENO","Julgamento Presencial: ADPF-MC. Incluído na Lista 314-2021.DT - Agendado para: 02/09/2021."
"1266",875,NA,NA,NA,NA
"1267",876,"05/05/2023","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO","ADPF AGR"
"1268",876,"17/02/2022","Retirado do Julgamento Virtual","MIN. GILMAR MENDES","Pedido de Destaque. Sessão de 11/02/2022 a 18/02/2022"
"1269",876,"01/02/2022","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF-AgR. Incluído na Lista 14-2022.RL - Agendado para: 11/02/2022 a 18/02/2022."
"1270",876,"20/10/2021","Negado seguimento","MIN. RICARDO LEWANDOWSKI",""
"1271",877,"14/06/2023","Vista - Devolução dos autos para julgamento","MIN. NUNES MARQUES","14/06/2023 18:58:19 - Julgamento Virtual: ADPF-AgR. Incluído na Lista 639-2021.EF - Agendado para: 23/06/2023 a 30/06/2023."
"1272",877,"14/06/2023","Incluído na lista de julgamento","MIN. NUNES MARQUES","Julgamento Virtual: ADPF-AgR. Incluído na Lista 639-2021.EF - Agendado para: 23/06/2023 a 30/06/2023."
"1273",877,"04/11/2021","Vista ao(à) Ministro(a)","MIN. NUNES MARQUES","Decisão: Após o voto do Ministro Edson Fachin (Relator), que negava provimento ao agravo regimental, com fundamento no art. 4º, § 1º, da Lei n. 9.882/99, no que foi acompanhado pelos Ministros Alexandre de Moraes, Rosa Weber e Cármen Lúcia, pediu vista dos autos o Ministro Nunes Marques. Plenário, Sessão Virtual de 22.10.2021 a 3.11.2021."
"1274",877,"27/10/2021","Suspenso o julgamento","MIN. NUNES MARQUES","Pedido de Vista"
"1275",877,"13/10/2021","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF-AgR. Incluído na Lista 639-2021.EF - Agendado para: 22/10/2021 a 03/11/2021."
"1276",877,"25/08/2021","Extinto o processo","MIN. EDSON FACHIN","(...) Ante o exposto, com fundamento nos art. 1º, par. único, I, c/c art. 3º, V, e art. 4º, caput , e §1º, e art. 12 da Lei n. 9.882/1999, e art. 21, §1º, do RISTF, julgo extinta a presente arguição de descumprimento de preceito fundamental. Prejudicado o pedido liminar.


Publique-se. Intime-se."
"1277",878,"22/05/2023","Prejudicado","MIN. EDSON FACHIN","em 19/05/2023: ""(...) Ante o exposto, considerando a revogação do Decreto objeto da presente arguição, julgo prejudica a ADPF.
Publique-se. Intime-se."""
"1278",878,"17/11/2022","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO","Pleno em 17/11/2022 13:07:01 - ADPF-MC"
"1279",878,"03/03/2022","Deferido","MIN. EDSON FACHIN","Pelo exposto, com base no disposto no art. 5º, § 2º, da Lei 9.882/1999
e no art. 138, caput, do CPC, admito a Associação dos Produtores de
Teatro - APT como amicus curiae.
À Secretaria para as providências necessárias.
Publique-se. Intimem-se.
Brasília, 3 de março de 2022."
"1280",878,"11/02/2022","Retirado do Julgamento Virtual","MIN. GILMAR MENDES","Pedido de Destaque. Sessão de 11/02/2022 a 18/02/2022"
"1281",878,"17/12/2021","Vista - Devolução dos autos para julgamento","MIN. CÁRMEN LÚCIA","17/12/2021 14:48:34 - Julgamento Virtual: ADPF-MC. Incluído na Lista 615-2021.EF - Agendado para: 11/02/2022 a 18/02/2022."
